,Date,Country,City,Killed,Injured,Total,Description
20520,16/6/2013,Pakistan,Swabi,2,0,2,Two anti-polio workers are shot to death by Muslim fundamentalists.
20521,16/6/2013,Lebanon,Wadi Refeq,4,0,4,Four Shiites are machine-gunned by Sunnis .
20522,16/6/2013,Pakistan,Karachi,3,0,3,"Three members of a secular-leaning political party are kidnapped, tortured and murdered by suspected Taliban."
20523,16/6/2013,Iraq,Madaen,5,10,15,Mujahideen car bombers send five Iraqis to Allah.
20524,16/6/2013,Iraq,Baghdad,11,25,36,Eleven people at a packed cafe catering to Shiites are murdered by a Fedayeen suicide bomber.
20525,16/6/2013,Iraq,Mosul,6,5,11,Six guards at an oil pipeline are shot to death by suspected al-Qaeda.
20526,16/6/2013,Iraq,Basra,6,9,15,A half-dozen Shiites are dismantled by Sunni bombers.
20527,17/6/2013,Iraq,Taji,7,25,32,Two women and a 12-year-old child are among seven patron obliterated by Mujahid restaurant bombing.
20528,17/6/2013,Iraq,Fallujah,3,21,24,A Shahid suicide bomber exterminates three Iraqis.
20529,17/6/2013,Iraq,Taji,2,11,13,A bomb placed inside a minibus leaves two dead.
20530,17/6/2013,Pakistan,Killa Saifullah,3,0,3,Islamists walk up to a checkpoint and calmly shoot three local cops to death.
20531,17/6/2013,Afghanistan,Kabul,3,2,5,Three innocent truck drivers are torn to pieces by a Taliban rocket.
20532,17/6/2013,Syria,Damascus,60,10,70,Sixty security force members are reportedly killed by an al-Qaeda car bomb.
20533,17/6/2013,Iraq,Jabla,3,1,4,al-Qaeda gunmen walk into a restaurant and gun down three patrons.
20534,17/6/2013,Thailand,Yala,1,0,1,A cop praying inside a mosque is shot to death by a Muslim terrorist.
20535,18/6/2013,Nigeria,Bakin Rijiya,1,0,1,At least one resident is killed when Muslim terrorists attack a Christian village and burn four churches.
20536,18/6/2013,Egypt,Assiut,2,16,18,Fundamentalists are suspected of lobbing a shell at a group of local soldiers.
20537,18/6/2013,Pakistan,North Waziristan,2,0,2,Two local soldiers are machine-gunned at a checkpost by Islamic terrorists.
20538,18/6/2013,Afghanistan,Kabul,3,24,27,Religious extremists set off a bomb that leaves three civilians dead.
20539,18/6/2013,Pakistan,Mardan,35,61,96,"A Holy Warrior self-detonates at a funeral, killing three dozen mourners."
20540,18/6/2013,Iraq,Baghdad,37,57,94,A double suicide bombing at a Shia mosque leaves over thirty worshippers dead.
20541,18/6/2013,Nigeria,Alau Dam,13,0,13,Thirteen fishermen and tea vendor's are gunned down in cold blood by Islamic extremists.
20542,19/6/2013,Iraq,Ninevah,5,6,11,"A Shahid suicide bomber detonates inside the guesthouse of a local politician, killing him and four family members."
20543,19/6/2013,Somalia,Mogadishu,22,20,42,Suicide bombers storm a UN compound and massacre twenty-two innocents.
20544,19/6/2013,Pakistan,Green Town,1,0,1,An Ahmadi father of two is gunned down in a targeted attack based on his religion.
20545,19/6/2013,Yemen,Saada,2,11,13,A Fedayeen suicide bomber takes out two civilians.
20546,19/6/2013,Pakistan,Karachi,1,0,1,A Shia school bus driver is murdered by Sunnis.
20547,20/6/2013,Pakistan,Karachi,2,0,2,The Tehreek-e-Taliban murder a father and son in cold blood.
20548,20/6/2013,Iraq,Tikrit,2,0,2,Suspected al-Qaeda gunmen shoot two civilians to death.
20549,20/6/2013,Iraq,Ramadi,7,7,14,A suicide bomber dressed as a policeman walks into a vote counting center and slaughters seven people.
20550,21/6/2013,Pakistan,Peshawar,15,28,43,"A dedicated Sunni wades into a packed Shia mosque and detonates a suicide vest, while his friends fire automatic weapons into the crowd."
20551,21/6/2013,Iraq,Baghdad,2,9,11,Two patrons are killed when a Sunni bomb rips through a market.
20552,22/6/2013,Iraq,Mosul,4,15,19,Four people are ripped apart by a Fedayeen suicide car bomber.
20553,22/6/2013,Iraq,Tuz Khurmatu,3,1,4,"al-Qaeda gunmen open up on a group of Iraqis at point-blank range, taking down three."
20554,22/6/2013,Iraq,Sab al-Bor,14,32,46,A Shahid suicide bomber walks into a Shia mosque and sends fourteen worshippers straight to Allah.
20555,22/6/2013,India,Srinagar,2,0,2,Two traffic cops are gunned down by Islamic militants.
20556,22/6/2013,Thailand,Pattani,2,2,4,Muslim terrorists take out two local soldiers with a roadside bomb.
20557,22/6/2013,Pakistan,Chamarkand,2,0,2,Two tribal elders are sent to Allah by Taliban bombers.
20558,22/6/2013,Pakistan,Toba Tek Singh,5,0,5,"Three small children are among a family of five Shiites, tied up in their home and butchered by Sunnis with knives."
20559,22/6/2013,Afghanistan,Kunduz,2,0,2,At least two police officers are murdered in separate Taliban attacks.
20560,22/6/2013,Iraq,Anbar,5,0,5,Five local cops are massacred by a coordinated car bomb and rocket attack.
20561,22/6/2013,Iraq,Tikrit,4,4,8,al-Qaeda militants incinerate four truck drivers with thermal grenades.
20562,23/6/2013,Dagestan,Kohabrosso,0,3,3,"Islamic militants try to kill a moderate imam in his home, wounding him, his wife and son."
20563,23/6/2013,Syria,Damascus,3,10,13,Three people are blown to bits by a Fedayeen suicide bomber.
20564,23/6/2013,Iraq,Tuz Khurmatu,19,31,50,Car bombs targeting Shiites in a residential neighborhood leave at least nineteen dead.
20565,23/6/2013,Iraq,Riyadh,3,14,17,Three Iraqis are taken out by a Shahid suicide bomber.
20566,23/6/2013,Pakistan,Nanga Parbat,11,0,11,Religious extremists shoot ten foreign tourists and one guard to death at a mountain climbing camp.
20567,23/6/2013,Iraq,Baghdad,3,9,12,Three civilians are killed when terrorists send a rocket shell into a hotel.
20568,23/6/2013,Syria,Idlib,1,0,1,A Catholic monk is beheaded Islamists for defending nuns.
20569,23/6/2013,Lebanon,Sidon,6,0,6,Six local soldiers are murdered 'in cold blood' on orders of a Sunni cleric.
20570,23/6/2013,Egypt,Zawiyat,4,0,4,"Sunni hardliners throw petrol bombs into a house with Shia residents, burning and then stabbing and beating at least four to death."
20571,23/6/2013,Pakistan,Karachi,2,0,2,A lawyer and his son are shot to death in their car by sectarian Jihadis.
20572,23/6/2013,Pakistan,Gilgit,3,0,3,Two girls and their mother are honor killed by conservative family members over a video of them enjoying rain.
20573,24/6/2013,Pakistan,Madurai,1,0,1,A milk vendor is murdered in cold blood by Religion of Peace emissaries.
20574,24/6/2013,India,Srinagar,8,11,19,"Hizbul-Mujahideen ambush a group of local soldiers, killing eight."
20575,24/6/2013,Pakistan,Karachi,1,0,1,A Shiite shopkeeper is picked off by Sipah-e-Sahaba snipers.
20576,24/6/2013,Pakistan,Karachi,1,0,1,Sunnis kidnap and brutally torture a Shiite to death.
20577,24/6/2013,Pakistan,Khyber Pakhtunkhwa,2,0,2,Two people are brutally murdered by Islamic militants.
20578,24/6/2013,Iraq,Tikrit,3,5,8,Students are among the casualties when a Shahid suicide bomber detonates inside a university parking garage.
20579,24/6/2013,Iraq,Mosul,2,7,9,Two people are obliterated by a Fedayeen suicide bomber.
20580,24/6/2013,Iraq,Baghdad,11,37,48,Eleven Iraqis are torn to shreds by five al-Qaeda car bomb blasts.
20581,24/6/2013,Iraq,Nahrawan,4,15,19,Four people are ripped apart by al-Qaeda bombers.
20582,24/6/2013,Iraq,Baghdad,5,16,21,"Jihadis bomb a supermarket, killing at leave five Iraqis."
20583,24/6/2013,Iraq,Jihad,9,21,30,al-Qaeda bombers take out nine residents of a Shia neighborhood.
20584,24/6/2013,Iraq,Husseiniya,10,30,40,Two bombs placed at a Shiite market send eight patrons to Allah.
20585,24/6/2013,Iraq,Baghdad,1,2,3,"Jihadis bomb a Christian-owned store, killing a father of three."
20586,24/6/2013,Afghanistan,Deh-Sabz,7,3,10,Seven civilians are shot to death at a market by suspected Taliban.
20587,25/6/2013,Iraq,Baghdad,2,2,4,"Islamists set off a bomb near a church, killing two people."
20588,25/6/2013,Iraq,Baghdad,0,2,2,Two guards are wounded when Muslims open fire on a Catholic church.
20589,25/6/2013,Afghanistan,Kandahar,10,3,13,Two children and eight women are shredded by a bomb planted by Sunni fundamentalists.
20590,25/6/2013,Afghanistan,Kabul,3,4,7,A suicide attack on a government building leaves three guards dead.
20591,25/6/2013,Lebanon,Sirte,6,0,6,Six local soldiers are killed in an ambush by Islamic militia.
20592,25/6/2013,Pakistan,Peshawar,1,0,1,A bomb planted at a mosque kill a villager.
20593,25/6/2013,Iraq,Baghdad,4,15,19,Four minibus riders are torn to pieces by an al-Qaeda shrapnel bomb.
20594,25/6/2013,Iraq,Baqubah,8,18,26,Eight young people are tragically killed when Islamists set off a bomb near a soccer field.
20595,25/6/2013,Iraq,Iskandariya,5,13,18,Five Shiite pilgrims are sent straight to Allah by Sunni bombers.
20596,25/6/2013,Iraq,Tuz Khurmato,27,80,107,Twenty-seven demonstrators calling for better security are massacred by two Religion of Peace suicide bombers.
20597,25/6/2013,Pakistan,Karachi,1,0,1,"Sunnis fire on a Shia funeral, killing one mourner."
20598,26/6/2013,China,Lukqun,24,21,45,At least two-dozen people are stabbed or beaten to death by rioting Muslim extremists.
20599,26/6/2013,Afghanistan,Herat,5,0,5,Five local cops are exterminated by Sunni radicals.
20600,26/6/2013,Pakistan,Hayatabad,1,4,5,Islamic extremists murder a man at a market.
20601,26/6/2013,Pakistan,Janaikhel,3,0,3,Three family members are obliterated by an Islamist bomb.
20602,26/6/2013,Thailand,Pattani,1,5,6,Children are among the casualties of a roadside bombing by Muslim 'separatists'.
20603,26/6/2013,Libya,Benghazi,1,0,1,Suspected Islamists kill one person with a car bomb in a residential neighborhood.
20604,26/6/2013,Lebanon,Beirut,0,20,20,Twenty people on a bus are stabbed in a suspected sectarian attack.
20605,26/6/2013,Pakistan,Karachi,12,14,26,"Tehreek-e-Taliban bombers target a judge, killing a dozen people in the street."
20606,26/6/2013,Nigeria,Langtang,33,0,33,Thirty-three students and elderly villagers are massacred in a coordinated attack by Muslim militia.
20607,26/6/2013,India,Sopore,1,0,1,A local politician is assassinated by Hizb-ul-Mujahideen.
20608,26/6/2013,Iraq,Baghdad,10,16,26,"Religious radicals bomb a coffee shop showing a soccer game, taking out ten fans."
20609,26/6/2013,Iraq,Mosul,4,3,7,"Fundamentalists bomb a liquor store, killing four patrons."
20610,26/6/2013,Iraq,Kirkuk,1,1,2,Two brothers are shot by al-Qaeda.
20611,26/6/2013,Iraq,Kirkuk,3,0,3,"Three family members, including two women are sent to Allah by Mujahideen bombers."
20612,27/6/2013,Syria,Qatana,1,0,1,A Greek Orthodox priest is kidnapped and tortured to death by Religion of Peace proponents.
20613,27/6/2013,Syria,Damascus,4,8,12,"A suicide bomber detonates outside a church, killing four innocents."
20614,27/6/2013,Syria,Idlib,2,0,2,"Two Christians, including a priest, are reportedly kidnapped, bound and beheaded on video by Islamists."
20615,27/6/2013,Pakistan,Karachi,1,0,1,A man is murdered by Sipah-e-Sahaba.
20616,27/6/2013,Iraq,Baqubah,10,35,45,A coffee shop packed with soccer fans is the target of an al-Qaeda bomb blast that leaves at least ten dead.
20617,27/6/2013,Iraq,Madaen,1,6,7,A 3-year-old girl is disassembled by an al-Qaeda bomb planted at her home.
20618,27/6/2013,Iraq,Meseib,6,12,18,"Religion of Peace bombers target an auto show, taking out seven patrons."
20619,27/6/2013,Iraq,Baghdad,1,0,1,Islamic fundamentalists shoot a barber to death.
20620,27/6/2013,Iraq,Baghdad,8,40,48,Eight soccer fans are either blown up or shot to death by religious extremists.
20621,28/6/2013,Afghanistan,Farah,2,2,4,A Fedayeen suicide bomber ends the lives of two civilians.
20622,28/6/2013,Iraq,Baghdad,3,0,3,"Mujahideen bomb a bakery, laying out at least three innocents."
20623,28/6/2013,Iraq,Madain,4,15,19,Religious extremists set off a bomb at a soccer field that leave four dead.
20624,28/6/2013,Iraq,Dujail,4,12,16,A suicide bomber at a funeral sends four more souls to Allah.
20625,28/6/2013,Iraq,Zangoura,11,19,30,al-Qaeda bombers take out eleven Iraqis.
20626,28/6/2013,Thailand,Yala,1,1,2,"Muslim 'insurgents' fire on a mother and her two young sons, killing her and injuring the 2-year-old."
20627,28/6/2013,Afghanistan,Laghman,5,1,6,Five villagers are shredded by fundamentalist bombers.
20628,28/6/2013,Thailand,Narathiwat,1,0,1,Muslim 'separatists' shoot a 50-year-old man to death inside a mosque.
20629,28/6/2013,Thailand,Songkhla,2,7,9,Muslim terrorists kill two people with a bomb outside a tea shop.
20630,29/6/2013,Iraq,Garma,3,0,3,Three Iraqis are shot to death by suspected al-Qaeda.
20631,29/6/2013,Iraq,Abu Ghraib,4,12,16,"Sunnis set off a bomb at a marketplace, killing three patrons."
20632,29/6/2013,Thailand,Yala,8,4,12,A massive roadside bomb set off by Muslim 'rebels' leaves eight local soldiers dead.
20633,29/6/2013,Nigeria,Mugunu,10,0,10,Ten traders on a business trip are massacred by Sharia proponents.
20634,29/6/2013,Egypt,Sinai,1,0,1,Islamists shoot a local cop six times in the head.
20635,29/6/2013,Chechnya,Shatoi,1,14,15,Islamic militia kill a local police officer and injure fourteen others.
20636,29/6/2013,Nigeria,Potiskum,1,3,4,Boko Haram terrorists murder a local soldier.
20637,29/6/2013,Nigeria,Borno,15,10,25,"Islamists sack several small villages, killing about fifteen people."
20638,29/6/2013,Afghanistan,Zabul,3,2,5,Religious extremists kill three civilians with a roadside bomb.
20639,29/6/2013,Iraq,Qayara,3,5,8,Three Iraqis are taken out by a Shahid suicide bomber.
20640,30/6/2013,China,Atush,1,0,1,A Muslim extremist stabs a policeman.
20641,30/6/2013,Pakistan,Karachi,1,0,1,A secular political activist is murdered by suspected Tehreek-e-Taliban.
20642,30/6/2013,Iraq,Hillah,2,2,4,Mujahideen kill two bus passengers with a planted bomb.
20643,30/6/2013,Pakistan,Miranshah,7,16,23,The Taliban murder seven Pakistanis with an IED.
20644,30/6/2013,Thailand,Pattani,1,0,1,A 24-year-old civilian is gunned down by Muslim militants.
20645,30/6/2013,Pakistan,Dera Islmail Khan,4,15,19,Four people are killed when Islamic militants send rockets into a residential neighborhood.
20646,30/6/2013,Pakistan,Quetta,30,60,90,Nine women and five children are among thirty innocents slain outside a Shia mosque by a Lashkar-i-Jhangvi suicide bomber.
20647,30/6/2013,Pakistan,Peshawar,17,47,64,A Religion of Peace car bomb leaves seventeen people dead.
20648,30/6/2013,Iraq,Baghdad,12,25,37,A dozen young boys at a soccer field are ripped apart by an al-Qaeda bomb blast.
20649,30/6/2013,Iraq,Dawr,1,0,1,A 17-year-old girl's life is snuffed out by Mujahid bombers.
20650,1/7/2013,Pakistan,Madurai,1,0,1,A Hindu leader is murdered by Muslim radicals.
20651,1/7/2013,Afghanistan,Nahrin,4,0,4,Four people lose their lives to Taliban bombers.
20652,1/7/2013,Iraq,Mishahada,8,0,8,Eight men are pulled out of their homes and executed by al-Qaeda.
20653,1/7/2013,Pakistan,Punjab,1,0,1,A Shia is gunned down by Sipah-e-Sahaba.
20654,1/7/2013,India,Pulwama,1,0,1,"Terrorists open fire on a group of police officers, killing one."
20655,1/7/2013,Iraq,Baqubah,10,22,32,Ten Iraqis sitting in a cafe are blown to bits by a Shahid suicide bomber.
20656,1/7/2013,Iraq,Muqdadiyah,23,27,50,"A Sunni suicide bomber self-detonates inside a Shiite mosque, sending two dozen worshippers straight to Allah."
20657,1/7/2013,Pakistan,Pishtakhara,2,0,2,Two police officers are machine-gunned at point-blank range by Sharia proponents.
20658,1/7/2013,Syria,Qamishli,1,3,4,Muslim terrorists kill a young girl with an explosive device.
20659,1/7/2013,Egypt,Muqattam,8,0,8,Eight anti-Brotherhood protesters are shot to death by Hamas members.
20660,2/7/2013,Iraq,Baqubah,4,0,4,Terrorists machine-gun four patrons at a cafe.
20661,2/7/2013,Iraq,Baqubah,4,17,21,"A Shahid suicide bomber detonates at a funeral, killing four mourners."
20662,2/7/2013,Iraq,Baghdad,1,0,1,Suspected fundamentalists gun down a barber.
20663,2/7/2013,Iraq,Abu Ghraib,3,6,9,Three Iraqis are obliterated by a car bomb.
20664,2/7/2013,Iraq,Hurriyah,3,13,16,Three people bleed to death following an al-Qaeda bomb blast.
20665,2/7/2013,Iraq,Amiriyah,2,12,14,Terrorists take out two Iraqis with a car bomb.
20666,2/7/2013,Iraq,Dora,4,15,19,Four residents in a neighborhood are shredded by a Sunni bomb.
20667,2/7/2013,Iraq,Kamaliya,5,16,21,Five innocents lose their live to Sunni bombers at a Shia market.
20668,2/7/2013,Iraq,Baghdad,12,38,50,A dozen patrons at an open-air market are blown to bits by Mujahideen bombers.
20669,2/7/2013,Iraq,Baghdad,9,24,33,al-Qaeda car bombers take down nine people in a Shia commercial district.
20670,2/7/2013,Nigeria,Borno,1,0,1,A Pentecostal pastor is gunned down by Boko Haram.
20671,2/7/2013,Afghanistan,Kabul,7,5,12,Suicide truck bombers take out seven people.
20672,3/7/2013,Iraq,Mushahda,2,5,7,Two Iraqis are taken out by an al-Qaeda bomb blast.
20673,3/7/2013,Iraq,Mosul,1,12,13,"al-Qaeda bombers target a wedding, killing the groom."
20674,3/7/2013,Iraq,Mosul,4,12,16,A suicide bomber kills four Iraqis.
20675,4/7/2013,Afghanistan,Sarawza,2,0,2,"Two boys, ages 10 and 12, are torn to shreds by Islamic bombers."
20676,4/7/2013,Pakistan,Dera Ismail Khan,2,0,2,A female health worker and her young sister are shot to death by Islamic extremists.
20677,4/7/2013,Afghanistan,Pashtun Kot,5,2,7,Four women are among five civilians pulled into pieces by a Sunni bomb.
20678,4/7/2013,Afghanistan,Lashkar Gah,1,1,2,A senior policewoman is gunned down by suspected fundamentalists.
20679,4/7/2013,Thailand,Yala,1,1,2,"Muslim terrorists fire on two men driving a car, killing one."
20680,4/7/2013,Afghanistan,Helmand,4,0,4,"Four young girls, ages 7 to 12, are disassembled by a Taliban bomb."
20681,4/7/2013,Iraq,Tuz Khormato,2,19,21,Two people are killed when Sunnis bomb a soccer field.
20682,4/7/2013,Iraq,Baghdad,3,14,17,"Terrorists bomb a teahouse, murdering at least three patrons."
20683,4/7/2013,Iraq,Zafaraniyah,2,0,2,Muslim 'insurgents' gun down a female doctor and a school guard.
20684,4/7/2013,Pakistan,Bowia,5,3,8,Five local soldiers at a check post lose their lives to a Shahid suicide car bomber.
20685,5/7/2013,Iraq,Baghdad,15,32,47,A Sunni suicide bomber manages to take out over fifteen Shia worshippers at their mosque.
20686,5/7/2013,Egypt,Alexandria,1,2,3,Muslim Brotherhood supporters throw a teenager from a rooftop.
20687,5/7/2013,Egypt,Nagaa Hassan,4,4,8,Four Christians are brutally hacked to death by Muslim Brotherhood supporters.
20688,5/7/2013,Iraq,Kut,1,20,21,Muslim radicals plant a bomb at a rival mosque that leaves one dead.
20689,5/7/2013,Egypt,al-Arish,5,0,5,Five guards at an airport are gunned down by Islamists.
20690,5/7/2013,Pakistan,Islamabad,1,0,1,"Islamic fundamentalists attack a local church, shooting one person to death."
20691,5/7/2013,Afghanistan,Uruzgan,12,5,17,A dozen souls in a dining hall are taken out by a Shahid suicide bomber.
20692,5/7/2013,Iraq,Samarrah,7,10,17,"A Shahid suicide bomber detonates near a rival mosque, incinerating four worshippers."
20693,5/7/2013,Afghanistan,Bab-e-Dosti,4,10,14,A Fedayeen suicide bomber murders four other people.
20694,6/7/2013,Dagestan,Kizilyurt,1,1,2,"Islamic militia fire automatic weapons at a group of policemen, killing one."
20695,6/7/2013,Pakistan,Lahore,5,40,45,"Five people, including a child, are blown to bits by Muslim bombers along a busy food street."
20696,6/7/2013,Nigeria,Potsikum,42,6,48,"Islamists massacre over forty students and teachers at a school, in some cases burning children alive."
20697,6/7/2013,Egypt,al-Arish,1,0,1,Islamic gunmen murder a Coptic priest.
20698,6/7/2013,Yemen,Sanaa,3,1,4,al-Qaeda is suspected of planting a bomb that leaves three dead.
20699,6/7/2013,Iraq,Tikrit,5,9,14,Five civilians are wiped out by an al-Qaeda bomb blast near a hospital.
20700,6/7/2013,Iraq,Tikrit,4,1,5,Four Iraqis are killed when Sunni bombers target a judge.
20701,6/7/2013,Iraq,Rashad,4,0,4,Two woman are among four civilians cut down by Mujahid bombers.
20702,6/7/2013,Philippines,Pikit,2,7,9,"Islamists fire into a group of local soldiers, killing at least two."
20703,6/7/2013,Philippines,Datu Piang,3,0,3,The Bangsamoro Islamic Freedom Fighters set off a roadside bomb that leaves three locals soldiers dead.
20704,7/7/2013,Afghanistan,Ghazni,1,4,5,Taliban militants kill a civilian with a bomb.
20705,7/7/2013,India,Bodh Gaya,0,5,5,Two monks are injured when militant Muslims set off nine bombs at a Buddhist temple.
20706,7/7/2013,Egypt,Cairo,10,24,34,Bearded Islamists light into a crowd of 'infidels' with weapons following incitement by a cleric.
20707,7/7/2013,Thailand,Pattani,1,0,1,A Buddhist plantation worker is shot to death on the job by Muslim 'separatists'.
20708,7/7/2013,Bahrain,Sitra,1,5,6,Shiite terrorists detonate a bomb that kills a police officer.
20709,7/7/2013,Iraq,Musayyib,6,1,7,"al-Qaeda gunmen exterminate an entire family, including two children and two elderly parents."
20710,8/7/2013,Iraq,Mosul,1,5,6,A car bomb in a commercial district leaves one dead.
20711,8/7/2013,Iraq,Mosul,2,0,2,Two Iraqis are shot to death by terrorists in separate attacks.
20712,8/7/2013,Iraq,Madain,6,3,9,"Mujahideen bomb a youth center, killing six civilians."
20713,8/7/2013,Pakistan,Hangu,8,10,18,Eight people are blown apart by a Fedayeen suicide bomber.
20714,8/7/2013,Iraq,Tikrit,3,0,3,Three Iraqis are shot to death by al-Qaeda.
20715,8/7/2013,Thailand,Pattani,0,8,8,"Militant Muslims bomb a group of teachers and guards, injuring eight."
20716,8/7/2013,India,Sawjian,1,3,4,Pakistani-backed Mujahideen kill one person with an IED.
20717,8/7/2013,Iraq,Mosul,6,8,14,Three children are among six Iraqis torn to pieces by al-Qaeda bombers.
20718,8/7/2013,Yemen,Hadramawt,1,0,1,al-Qaeda gun down an army officer on his way in to work.
20719,8/7/2013,Pakistan,Swabi,2,0,2,Two bomb disposal team members are killed trying to defuse a bomb terrorists planted at a middle school.
20720,8/7/2013,Pakistan,Karachi,1,0,1,Sipah-e-Sahaba terrorists gun down a Shiite civilian.
20721,9/7/2013,Afghanistan,Kandahar,1,6,7,A Slovakian soldiers is killed by a Taliban terrorist in Afghan uniform.
20722,9/7/2013,Pakistan,Karachi,5,1,6,Five members of a secular political party are shot to death by suspected Taliban.
20723,9/7/2013,Somalia,Mogadishu,1,3,4,One person is killed when an al-Shabaab militants set off a bomb in a crowded marketplace.
20724,9/7/2013,Lebanon,Beirut,0,38,38,Nearly forty people are injured when Sunnis car-bomb a Shia district.
20725,9/7/2013,Egypt,North Sinai,2,6,8,"Islamic extremists fire rockets into a checkpoint, killing two locals."
20726,9/7/2013,Afghanistan,Helmand,3,2,5,"Sunni militants bomb a taxi stand, killing three civilians."
20727,9/7/2013,Afghanistan,Herat,17,0,17,Four children and a dozen women are turned into bloody pulp by Religion of Peace bombers.
20728,9/7/2013,Philippines,Cotabato,1,4,5,Bangsamoro Islamic Freedom Fighters are suspected in a rocket attack on a restaurant.
20729,9/7/2013,Iraq,al-Tarmiyah,1,0,1,A Christian 'infidel' is kidnapped and executed by Muslim terrorists.
20730,10/7/2013,Pakistan,Karachi,3,12,15,Three other people are killed when a suicide bomber walks up to a car and detonates.
20731,10/7/2013,Egypt,Zuwayed,1,0,1,A young girl is killed when Islamists open fire on a car.
20732,10/7/2013,Iraq,Baghdad,3,0,3,al-Qaeda gunmen are suspected of breaking into a home and shooting three women to death.
20733,11/7/2013,Thailand,Songkhla,3,3,6,"Extremists bomb a karaoke shop, killing three."
20734,11/7/2013,Pakistan,Dera Ghazi Khan,1,0,1,A young mother is stoned to death on the orders of a jirga for possessing a cell phone.
20735,11/7/2013,Iraq,Dujail,11,25,36,"Sunnis set off a bomb outside a Shia mosque, killing eleven worshippers outright."
20736,11/7/2013,Iraq,Barwana,14,4,18,Fourteen guards at an oil pipeline are shot to death by Islamic radicals as they are sitting down to dinner.
20737,11/7/2013,Iraq,Muqdadiyah,13,24,37,A Sunni suicide bomber rips apart thirteen mourners at a Shia funeral.
20738,11/7/2013,Iraq,Ramadi,5,0,5,Five local cops are murdered by two suicide bombers.
20739,11/7/2013,Egypt,Zweid,1,0,1,A Christian is found beheaded several days after being kidnapped by Muslim extremists.
20740,11/7/2013,Pakistan,Chaman,7,10,17,"A suicide bomber detonates at a ""friendship"" gate, sending seven others to Allah."
20741,11/7/2013,Pakistan,Kohat,2,7,9,"Muslim terrorists set off a bomb outside a mosque, killing two innocents."
20742,11/7/2013,Afghanistan,Helmand,5,1,6,A vicious double bombing leaves five people dead.
20743,11/7/2013,Iraq,Yathrib,10,18,28,"Mujahideen set off bombs near a coffee shop, sending ten patrons to Allah."
20744,11/7/2013,Iraq,Tuz Khurmatu,10,21,31,Jihad car bombers take out ten people in a residential district.
20745,11/7/2013,Iraq,Fallujah,7,17,24,Seven Iraqis are killed during an attack by Mujahideen.
20746,11/7/2013,Syria,Latakia,1,0,1,al-Qaeda linked rebels kill a senior member of the FSA rebels in cold blood.
20747,12/7/2013,Iraq,Kirkuk,41,35,76,Over forty people at a cafe are torn to pieces when a Holy Warrior yells 'Allah Akbar' and detonates a suicide vest.
20748,12/7/2013,Iraq,Mosul,4,2,6,A suicide bomber takes out four Iraqis.
20749,12/7/2013,Somalia,Mogadishu,7,15,22,Seven civilians lose their lives to a suicide car bomber.
20750,12/7/2013,Egypt,Sinai,1,1,2,"Islamic militants fire a rocket into a checkpoint, killing a policeman."
20751,12/7/2013,Egypt,Dabaaya,4,32,36,"A Muslim bomb attacks a Christian village, burning dozens of homes and killing four Copts."
20752,12/7/2013,Algeria,Khenchla,2,2,4,A journalist is among two people who bleed to death following a fundamentalist bombing attack on a group of friends.
20753,12/7/2013,Somalia,Mogadishu,2,10,12,"al-Shabaab members toss a grenade into a hotel lobby, killing two people."
20754,13/7/2013,Philippines,Guindulungan,2,0,2,"Bangsamoro Islamic Freedom Movement militants ambush a truck carrying soldiers, killing two."
20755,13/7/2013,Iraq,Baghdad,16,31,47,Sixteen people are mosque are disassembled by Religion of Peace rivals.
20756,13/7/2013,Iraq,Baghdad,7,19,26,Seven people are laid out by sectarian bombers at a Sunni worship center.
20757,13/7/2013,Iraq,Baqubah,4,10,14,"A Shahid suicide bomber targets a funeral, killing four people."
20758,13/7/2013,Iraq,Muqdadiyah,2,9,11,Sunnis plant a bomb in a Shia area that leaves two dead.
20759,13/7/2013,Iraq,Madaen,2,7,9,Fundamentalists murder two young people for playing a game during Ramadan.
20760,14/7/2013,Dagestan,Burshi,4,0,4,Islamists four cops sitting in their car.
20761,14/7/2013,Iraq,Baghdad,4,16,20,"Muslim terrorists target a commercial district, killing four innocents."
20762,14/7/2013,Iraq,Musayyib,6,21,27,A half-dozen worshippers at a Shia mosque are sent straight to Allah by Religion of Peace rivals.
20763,14/7/2013,Iraq,Nasiriyah,5,22,27,Five people are torn limb from limb by al-Qaeda bombers at a market.
20764,14/7/2013,Iraq,Karbala,9,22,31,Nine people are killed by a Sunni bomb in a Shia city.
20765,14/7/2013,Iraq,Kut,11,68,79,al-Qaeda bombers take out eleven Iraqis in a car bombing at a shopping district.
20766,14/7/2013,Iraq,Basra,8,15,23,At least eight people bleed out following a Mujahid car bombing.
20767,15/7/2013,Pakistan,Quetta,4,2,6,Four Shia civilians in a car are sprayed with bullets by sectarian Jihadis.
20768,15/7/2013,Syria,Damascus,13,7,20,Over a dozen people are killed by a suspected al-Nusra car bomb.
20769,15/7/2013,Iraq,Kirkuk,3,11,14,A Fedayeen suicide attack is one of two bombings that leave three Iraqis dead.
20770,15/7/2013,Iraq,Samarrah,4,11,15,A 4-year-old boy is among four people blown to bits by Mujahid mortars as they are preparing to swim.
20771,15/7/2013,Egypt,al-Arish,3,17,20,Three cement factory workers die when Islamic militants fire rockets at a bus.
20772,15/7/2013,Bangladesh,Satkhira,1,0,1,Jamaat-e-Islam cadres beat a local man to death.
