Country,Gender,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Korea, Dem. People's Rep.",Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
"Korea, Rep.",Female,14.72688961,14.78971958,14.97614956,15.19056988,15.41187954,15.5622797,15.79028988,15.8881197,15.92940998,16.01057053,16.03019905,15.9362402,15.89122009,15.93206978,15.93994045,15.89490032,15.91374969,15.97784042
Kosovo,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Kuwait,Female,13.57040977,6.746629,14.39402962,14.47066975,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,15.37154961,16.07461929,7.693972,7.708672,7.138186
Kyrgyz Republic,Female,12.29337978,12.50166988,12.82878971,12.76624012,12.87053967,13.03322029,13.05418015,7.1397,12.96415043,12.67010975,12.55823994,12.90410995,13.23383999,13.3168602,13.30727959,13.2716198,13.16539955,13.2104702
Lao PDR,Female,7.049210072,7.309490204,7.615159988,7.825669765,8.056889534,8.174360275,8.39291954,8.664739609,8.989629745,9.235859871,9.651709557,9.915060043,10.28487015,10.65573025,10.82777023,10.7972002,10.67782974,10.38286972
Late-demographic dividend,Female,10.9508,11.19854,11.37453,11.61525,11.88743,12.03458,12.28341,12.55646,12.75409,12.9163,13.06533,13.18677,13.56537,13.77248,13.88342,14.00223,14.11555,14.34495
Latin America & Caribbean,Female,13.13666,13.2775,13.23743,13.27275,13.38653,13.5013,13.63911,13.91279,14.04221,14.16657,14.25211,14.28763,14.78361,14.87736,14.93126,15.09975,15.12681,15.25063
Latvia,Female,15.29358959,15.74405003,15.93770027,16.51789093,16.89558029,16.94257927,16.94424057,16.99152946,16.58843994,16.35014915,16.21262932,16.00455093,16.39805031,16.34543037,16.53495979,16.6953907,16.84802055,16.95646095
Least developed countries: UN classification,Female,6.07367,6.41722,6.66934,6.82312,7.11621,7.40883,7.62067,7.92443,8.12156,8.31415,8.5237,8.65042,8.80837,8.88799,8.96195,9.00539,9.04781,9.15178
Lebanon,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Lesotho,Female,9.790360451,10.05560017,10.60344028,7.001296,11.14338017,11.4629097,6.915052,7.1397,7.40053,7.451479,7.6110217,12.82129002,12.39562035,12.33318043,12.20277023,7.693972,12.53835011,7.138186
Liberia,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Libya,Female,6.335726,15.94661999,15.71251965,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Liechtenstein,Female,6.335726,6.746629,13.17753029,13.39875031,12.92646027,13.3913002,13.40921021,13.53647041,13.45590973,13.39752007,13.71267986,13.83992004,7.347691,13.46490002,13.3551302,13.41154003,13.75457001,13.57310009
Lithuania,Female,15.5051403,15.98719025,16.50449944,16.71352005,17.11347008,17.4409008,17.47043037,17.5203495,17.61376953,17.5130806,17.53743935,17.29707909,17.16305923,16.98225021,16.93668938,16.92201042,17.0777092,17.02736092
Luxembourg,Female,13.66779041,6.746629,13.6566,7.001296,7.073396,13.58712959,6.915052,13.56818962,7.40053,14.03291035,7.6110217,14.00664043,7.347691,7.556197,14.18505955,14.32528019,14.31781006,14.33261967
"Macao SAR, China",Female,13.27945042,13.36723042,13.29566956,13.16994953,12.85636997,12.82417011,12.98983955,12.86347961,13.06120968,13.25767994,13.47222042,13.41493034,13.86083984,14.38776016,14.93914986,15.75562,16.16363907,16.58214951
Madagascar,Female,6.335726,6.746629,6.808572,7.001296,8.835639954,8.921070099,9.185620308,9.492759705,9.963069916,7.451479,9.96296978,10.14301014,7.347691,10.34142971,10.49481964,10.35402012,7.708672,10.19260979
Malawi,Female,6.335726,10.07608032,6.808572,9.735569954,9.607310295,9.757180214,9.594059944,7.1397,7.40053,10.65058994,10.83279991,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Malaysia,Female,12.37353039,12.56886959,13.29354,13.46257019,13.11065006,12.60676956,12.74382019,12.9158802,13.03549957,13.23822021,13.17743015,13.44437981,13.73585033,13.99370003,14.2156496,14.28730011,14.03851032,7.138186
Maldives,Female,12.04778957,11.86528015,12.30945015,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Mali,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,6.118659973,6.378290176,6.613759995,6.856080055,7.518429,7.347691,6.703159809,6.672289848,6.630209923,6.797229767,7.138186
Malta,Female,14.05928993,14.09817982,14.50061989,14.78277016,14.83086014,14.66224957,14.90627956,14.8052597,7.40053,15.33082008,15.28106976,15.47840023,15.60571003,15.81062984,16.26630974,16.32818985,16.54656982,17.0510006
Marshall Islands,Female,6.335726,12.16956997,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Mauritania,Female,6.166409969,6.355120182,6.564010143,7.129350185,7.251220226,7.410009861,6.915052,7.256629944,7.712910175,7.81359005,7.887129784,8.228650093,8.636389732,7.556197,8.988269806,8.658390045,8.688309669,9.210379601
Mauritius,Female,12.53899956,12.54360008,12.76708984,12.92714024,13.36207962,13.62666035,13.82176971,13.97550011,14.26970959,14.40781975,14.70600033,15.25306034,15.15340042,15.64953995,15.53271008,15.59181976,15.71514988,7.138186
Mexico,Female,11.97439003,12.34154034,12.68570042,12.75500965,12.8092804,12.94066048,13.08310032,13.28897953,13.37899017,13.50870037,13.56285954,13.80385017,13.95403004,14.14435959,14.34624958,14.83975983,15.04026985,15.15888977
"Micronesia, Fed. Sts.",Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Middle East & North Africa,Female,10.16037,10.38272,10.58911,10.774,11.09266,11.20288,11.33397,11.51093,11.55735,11.75051,11.98415,12.49148,12.4233,12.57558,12.75456,12.84549,12.90613,13.01864
Middle income,Female,9.18413,9.38975,9.76598,9.97034,10.19622,10.35595,10.59518,10.82906,10.96365,11.20026,11.43802,11.69805,12.00573,12.15754,12.27444,12.47685,12.48284,12.37337
Moldova,Female,11.55848026,11.79648018,12.01613998,12.27122021,12.35671997,12.53505039,12.45160961,12.39159966,12.16983032,12.07170963,12.10105038,12.06639004,12.08477974,12.0573101,11.92311954,11.83862972,11.84469986,11.77517033
Monaco,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Mongolia,Female,11.06717014,11.44462967,12.0910902,12.63014984,13.52760029,13.80459976,6.915052,7.1397,15.02698994,15.29292965,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Montenegro,Female,6.335726,6.746629,12.8583498,13.14391041,13.60939026,14.07614994,14.53094006,15.45168972,15.33553982,15.49217987,7.6110217,7.518429,7.347691,7.556197,7.85218,15.2804203,15.47068977,15.37341976
Morocco,Female,8.167349815,8.649009705,9.009429932,9.280320168,9.448800087,9.520990372,9.814279556,10.00693989,10.1856699,10.57551956,10.92418957,11.24905968,7.347691,7.556197,7.85218,7.693972,12.99195957,13.28991985
Mozambique,Female,5.489359856,5.923220158,6.808572,6.742159843,7.319630146,7.687419891,8.249099731,8.695719719,8.905280113,9.102959633,8.889080048,8.782950401,9.327710152,9.30134964,9.324319839,7.693972,9.48581028,7.138186
Myanmar,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,10.86946011
Namibia,Female,11.89216995,11.84451962,11.87510967,7.001296,11.65670967,11.56954956,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Nauru,Female,9.475549698,9.025690079,8.637940407,8.861749649,10.63813019,9.922439575,9.027009964,9.675279617,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Nepal,Female,6.335726,7.955039978,8.158809662,7.001296,8.752479553,9.415789604,6.915052,10.16748047,10.90919018,11.96232986,12.50370026,7.518429,12.89624023,7.556197,12.94382,12.8663702,12.95195007,7.138186
Netherlands,Female,16.53829956,16.18523026,16.32148933,16.21665001,16.34502029,16.46850014,16.6135006,16.75032043,16.83643913,17.06303024,17.97303009,17.91120911,7.347691,7.556197,18.37607956,18.32010078,18.79390907,18.84799957
New Caledonia,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
New Zealand,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,19.77128029,19.64606094,19.68199921,18.99559021,19.74465942,19.8828392
Nicaragua,Female,6.335726,11.17234993,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Niger,Female,6.335726,6.746629,2.453079939,2.732000113,2.950619936,3.083250046,3.215399981,3.486740112,3.717370033,4.091159821,4.348780155,4.596630096,7.347691,7.556197,5.251440048,5.550600052,5.73112011,7.138186
Nigeria,Female,6.971280098,6.746629,6.808572,8.035289764,8.162260056,7.128346,6.915052,7.1397,7.40053,7.899759769,8.175840378,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
North America,Female,15.89939,15.97958,16.15676,16.29465,16.41773,16.43737,16.44725,16.55076,16.72402,16.66099,16.76387,16.74751,16.78983,16.80584,16.84093,16.85345,16.89784,16.89242
North Macedonia,Female,11.63906956,11.71115017,11.72929955,11.74787045,11.8920002,7.128346,12.01694965,12.85698986,12.8360796,12.85984039,7.6110217,13.00352955,13.04454041,13.05982971,13.51076984,7.693972,13.78973961,13.72189999
Northern Mariana Islands,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Norway,Female,17.73764038,17.80577087,18.21887016,18.38151932,18.19898987,18.30429077,18.25411034,18.07361984,18.07790947,18.25473022,18.25168991,18.17864037,18.39398003,18.31723976,18.45672989,18.68148041,18.75945091,18.8190403
Oman,Female,6.335726,6.746629,11.11402035,7.001296,11.63840008,11.78680992,12.14688015,7.1397,13.26696014,7.451479,13.66555977,7.518429,14.68008995,7.556197,15.27474022,15.46455002,15.10169029,14.97261047
Other small states,Female,10.11592,10.18801,10.3472,10.47629,10.59256,10.78277,10.97664,11.12877,11.35717,11.47711,11.57322,11.71867,11.766,11.88423,12.01965,7.693972,7.708672,7.138186
Pacific island small states,Female,11.44307,11.43403,12.05938,12.14149,11.8636,12.0026,11.87719,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Pakistan,Female,6.335726,6.746629,6.808572,7.001296,7.073396,5.520400047,5.983689785,6.024159908,6.182050228,7.451479,6.133739948,6.23939991,6.283090115,6.654799938,6.874959946,7.272830009,7.242640018,7.579430103
Palau,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,17.17789078,7.556197,7.85218,7.693972,7.708672,7.138186
Panama,Female,13.14731026,13.30881977,6.808572,13.51747036,13.52140999,13.5302496,13.47881985,13.27455044,13.24719048,13.29765034,13.17467976,7.518429,7.347691,13.31130981,13.28763008,13.46866035,7.708672,7.138186
Papua New Guinea,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Paraguay,Female,12.19919014,12.72659969,12.14614964,12.32174015,12.05772018,7.128346,11.99956989,12.26379967,12.66672993,12.52711964,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Peru,Female,13.44841957,12.81820965,12.32577038,12.60991955,12.61956024,12.91574001,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,14.87732029,14.89291954,7.138186
Philippines,Female,11.56968021,11.87425995,11.87847996,12.01245975,11.82355976,11.67284966,6.915052,11.96111965,11.59331036,7.451479,7.6110217,7.518429,7.347691,12.92687035,7.85218,7.693972,13.49940968,7.138186
Poland,Female,15.49427032,15.83261967,15.95726013,15.41557026,15.5497303,15.53114033,15.55622959,15.61806965,15.70578957,16.1001606,16.06341934,16.19065094,17.22479057,16.81509972,7.85218,7.693972,16.87619972,16.79640961
Portugal,Female,16.38705063,16.22654915,16.34934998,15.89328957,15.87569046,15.82888985,16.05182076,16.18928909,16.2636795,16.33403969,16.41974068,16.4376297,16.74901009,16.47220039,16.33522987,16.26861,16.4751091,16.75861931
Puerto Rico,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,17.56728935,18.02477074,17.65345955,16.27556038,16.3540802,16.4424305,18.07942009,17.07275963,7.708672,17.99130058
Qatar,Female,13.55933952,13.42201996,13.63335991,13.40369034,13.52680969,13.19023037,6.915052,7.1397,7.40053,13.62483025,13.78985023,13.41209984,13.20067024,13.6005497,14.09552956,14.0646801,14.00181961,14.09974957
Romania,Female,12.16856956,12.69538975,13.15388966,13.70971966,14.02328014,14.46835041,15.0923996,15.85410023,16.23591995,16.09684944,15.66310024,14.96415043,7.347691,7.556197,15.05922031,14.73095989,14.6967802,14.73904037
Russian Federation,Female,6.335726,6.746629,14.42798042,7.001296,14.33269978,14.34547997,14.4369297,14.51587963,14.26294994,7.451479,15.16380978,14.98443031,15.15054035,15.07853031,15.44806957,15.50671005,15.25936031,15.92144966
Rwanda,Female,7.308700085,7.601930141,8.102600098,8.823180199,7.073396,7.128346,6.915052,7.1397,10.98923016,11.27499962,11.56363964,11.79568005,11.64134026,11.61546993,11.17971039,11.50498962,11.52392006,11.17683983
Samoa,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
San Marino,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,16.41720963,7.40053,16.89279938,16.38574982,15.93990993,7.347691,7.556197,7.85218,7.693972,7.708672,12.82909012
Sao Tome and Principe,Female,6.335726,6.746629,9.31112957,9.511489868,9.771459579,7.128346,10.11870003,9.814490318,10.48808956,10.19198036,7.6110217,10.66555023,7.347691,11.43231964,12.52567959,7.693972,7.708672,7.138186
Saudi Arabia,Female,6.335726,6.746629,6.808572,7.001296,12.80325031,7.128346,6.915052,7.1397,13.37948036,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,16.01490974,15.48009968,15.76368046
Senegal,Female,6.335726,6.746629,6.808572,7.001296,7.073396,6.494589806,6.915052,7.357460022,7.40053,7.924129963,8.780229568,9.033789635,9.138039589,9.434029579,7.85218,7.693972,7.708672,7.138186
Serbia,Female,13.41335964,13.24866962,13.48443031,13.56371021,13.82824993,13.9718399,13.91524029,14.00961018,14.00535965,13.88523006,14.46735954,14.60031986,14.76780033,14.81766987,15.00551987,15.09282017,15.27250004,15.2788496
Seychelles,Female,11.98007965,12.36394978,12.53660965,12.51014996,13.36285973,11.85921955,13.81410027,14.03417969,13.9843502,13.92679024,12.21467972,13.5072403,13.56443977,15.05624962,14.96399021,14.89579964,14.94489002,15.33333969
Sierra Leone,Female,5.401639938,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Singapore,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,16.55118942,16.65766907,16.72925949
Sint Maarten (Dutch part),Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,12.89025021,7.347691,12.39712048,7.85218,7.693972,7.708672,7.138186
Slovak Republic,Female,13.35358047,13.68002033,13.89525032,14.16353035,14.49293041,14.85805035,15.27482033,15.53304958,15.63996983,15.63904953,15.56377029,15.55012989,15.53318977,15.37242031,15.22587967,15.02624035,14.99228001,14.97922039
Slovenia,Female,16.18847084,16.76849937,17.13390923,16.90099907,17.40102005,17.64992905,17.71898079,17.79297066,17.87225914,18.02990913,18.10334969,17.8463192,18.51729012,18.10588074,18.09090996,18.28263092,18.3396492,18.35877991
Small states,Female,10.5709,10.70427,10.8779,11.01937,11.13572,11.30769,11.46673,11.69311,11.83391,11.93598,12.01509,12.09842,12.12629,12.1996,12.30357,7.693972,7.708672,7.138186
Solomon Islands,Female,6.335726,7.51116991,6.808572,7.001296,7.984930038,8.595350266,8.787670135,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Somalia,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
South Africa,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,13.70623016,7.347691,14.36310959,7.85218,14.40252018,14.17628002,13.86756039
South Asia,Female,7.038,7.30537,8.06133,8.23751,8.54376,8.78484,9.12204,9.46444,9.56299,9.87101,10.27705,10.6489,10.976,11.28496,11.38869,11.85409,11.66376,11.0434
South Asia (IDA & IBRD),Female,7.038,7.30537,8.06133,8.23751,8.54376,8.78484,9.12204,9.46444,9.56299,9.87101,10.27705,10.6489,10.976,11.28496,11.38869,11.85409,11.66376,11.0434
South Sudan,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Spain,Female,16.06402969,16.05355072,16.0590992,16.25485992,16.34967041,16.42713928,16.42370033,16.4491291,16.47319031,16.74653053,17.00354004,17.3064003,17.5152607,17.61684036,17.78012085,17.88929939,18.01730919,18.20959091
Sri Lanka,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,13.83372021,13.90808964,14.06330967,14.30373955,7.556197,7.85218,14.10604,14.26626015,14.46010971
St. Kitts and Nevis,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,14.8984499,7.40053,7.451479,7.6110217,7.518429,7.347691,17.2103405,18.85272026,7.693972,7.708672,7.138186
St. Lucia,Female,6.335726,6.746629,6.808572,12.46485043,13.06007004,13.31746006,13.03265953,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,13.81439972,15.01648998,14.75926018,14.69305038
St. Martin (French part),Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
St. Vincent and the Grenadines,Female,13.12617016,13.11435986,13.50669956,13.40810966,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,14.72453022,14.58530998,7.693972,7.708672,7.138186
Sub-Saharan Africa,Female,6.38235,6.58927,6.85244,7.14621,7.41083,7.64922,7.76006,8.01972,8.20707,8.36109,8.51498,8.70371,8.96715,8.88241,8.88129,8.82394,8.85256,7.138186
Sudan,Female,5.281119823,5.492640018,5.575560093,5.892010212,6.062660217,6.325059891,6.15237999,6.66369009,6.878759861,6.898220062,6.60488987,6.879980087,7.182290077,7.214210033,7.348589897,7.693972,7.708672,7.138186
Suriname,Female,6.335726,12.2885704,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Sweden,Female,20.5783596,20.18292046,20.07696915,16.83556938,16.66049004,16.59392929,16.48677063,16.5130806,16.53113937,16.70428085,16.54550934,16.58432961,19.4733696,19.53510094,19.84700012,19.96968079,20.41198921,20.70562935
Switzerland,Female,14.88943005,14.71788025,14.86602974,14.96728039,14.99647999,15.08104038,15.13918018,15.21172047,15.3185997,15.51432991,15.64365959,15.73653984,15.94042969,7.556197,16.14587975,16.16887093,16.23563004,16.31163979
Syrian Arab Republic,Female,6.335726,9.849650383,10.29531956,10.66254044,11.11958981,11.22488976,11.33648014,11.44172001,11.39900017,11.55268955,12.00131989,12.78623009,9.074879646,7.556197,7.85218,7.693972,7.708672,7.138186
Tajikistan,Female,8.815480232,9.089670181,9.515410423,9.589799881,9.74034977,9.858249664,9.957630157,10.32028961,10.40773964,10.38469982,10.38965034,10.5760603,10.70042038,7.556197,7.85218,7.693972,7.708672,7.138186
Tanzania,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,9.155220032,7.6110217,7.518429,7.347691,7.556197,8.523889542,7.693972,8.160699844,7.138186
Thailand,Female,11.56486034,11.8322897,6.808572,12.51150036,12.84243965,12.96459961,13.66469955,13.57849026,13.66643047,13.72848034,13.98661041,13.78969955,13.73351002,16.23380089,7.85218,15.80541992,7.708672,7.138186
Timor-Leste,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,11.95909977,12.0026598,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Togo,Female,7.974060059,6.746629,8.394140244,8.548020363,8.678560257,9.066479683,8.557869911,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,11.50806046,7.138186
Tonga,Female,6.335726,13.90880013,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Trinidad and Tobago,Female,6.335726,6.746629,6.808572,12.46636963,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Tunisia,Female,13.36835957,13.55873013,13.83965969,7.001296,14.58963013,14.77795029,6.915052,15.02176952,15.04666042,15.18050957,15.3135004,7.518429,7.347691,7.556197,7.85218,16.02018929,7.708672,7.138186
Turkey,Female,10.33623028,10.69762993,10.83802986,10.88589001,11.03320026,11.44876003,11.73075008,11.79660988,12.36174011,13.20368958,13.73976994,13.90633965,15.93498993,16.44416046,16.7845192,17.12557983,17.29422951,17.61347961
Turkmenistan,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Turks and Caicos Islands,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Tuvalu,Female,10.9705801,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Uganda,Female,6.335726,6.746629,6.808572,10.52830982,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Ukraine,Female,13.93657017,14.42461014,14.74983978,14.65491962,14.66582966,15.0259304,15.16831017,15.18013,15.17883968,15.11254978,15.03524971,15.08603954,15.07295036,15.08526993,7.85218,7.693972,7.708672,7.138186
United Arab Emirates,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,13.8576498,14.4739399,7.138186
United Kingdom,Female,16.44001961,16.45631981,16.54624939,17.04762077,17.14817047,16.61420059,16.37132072,16.42824936,16.5503006,16.74864006,16.12767982,16.05179977,18.12149048,17.94940948,17.77129936,7.693972,17.98135948,17.73712921
United States,Female,15.86958027,15.96780014,16.16452026,16.31731987,16.45516014,16.45981979,16.52098083,16.6337204,16.81538963,16.75818062,16.85994911,16.80212975,16.8406105,16.85256958,16.88253021,16.88669968,16.92106056,16.90984917
Upper middle income,Female,11.0704,11.31802,11.48712,11.69227,11.87838,12.05732,12.37889,12.61159,12.84618,13.02418,13.18912,13.37296,13.70266,13.86505,14.01156,14.15564,14.2517,14.41708
Uruguay,Female,15.53975964,16.01417923,16.60173035,16.61437988,16.17112923,16.26828003,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Uzbekistan,Female,6.335726,6.746629,11.22914982,11.20483971,11.29401016,11.26760006,11.37254047,11.22603989,11.32347012,11.34323978,11.31859016,11.47523022,11.48824024,11.53647041,11.59000969,11.7231102,11.86787987,12.09675026
Vanuatu,Female,6.335726,10.17043972,10.33222008,10.23828983,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
"Venezuela, RB",Female,6.335726,12.07065964,12.06361961,7.001296,7.073396,7.128346,6.915052,15.41096973,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Vietnam,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Virgin Islands (U.S.),Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
West Bank and Gaza,Female,11.77684021,11.98211002,12.38883972,12.80029964,12.87644958,13.25712013,13.78563023,13.86787033,13.82890034,13.98069954,14.04854965,14.02982998,13.90820026,14.00156975,14.06632996,14.06301022,14.22906971,14.28559017
World,Female,9.46688,9.65394,9.97279,10.1474,10.36619,10.52314,10.73568,10.95777,11.08708,11.29149,11.49952,11.71478,11.98463,12.11208,12.19504,12.34819,12.35002,12.26043
"Yemen, Rep.",Female,6.335726,6.746629,6.167129993,6.466310024,6.704929829,7.128346,6.915052,7.008609772,7.40053,7.294370174,7.651040077,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Zambia,Female,6.335726,6.746629,6.808572,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,7.518429,7.347691,7.556197,7.85218,7.693972,7.708672,7.138186
Zimbabwe,Female,10.32911968,9.880599976,9.609410286,7.001296,7.073396,7.128346,6.915052,7.1397,7.40053,7.451479,7.6110217,11.20493984,11.13844013,7.556197,7.85218,7.693972,7.708672,7.138186
Afghanistan,Male,6.460175,6.868472,8.302980423,10.46887016,7.16334,7.140403,6.910201,7.122642,10.92381954,7.395134,11.22854996,7.416963,7.188544,12.41114998,7.670449,7.50991,7.522353,12.55982971
