LATITUDE,LONGITUDE,DEATHS
-6.174,106.829,0
7.821,98.345,0
-3.11892,100.2345,0
7.892,98.298,0
-8,115.5,0
8.274,98.278,0
-3.05857,100.25049,0
7.904,98.301,0
-2.62412,99.98015,0
-8.5,116,0
7.947,98.283,0
-2.37771,99.85699,0
8.297,98.272,0
-3.05979,100.24888,0
8.882,98.27,0
-3.05982,100.24991,0
-3.924,101.82,0
7.947,98.282,0
-2.37799,99.85681,0
8.002,98.296,0
-3.28824,100.33206,0
8.872,98.275,0
-3.05364,100.2579,0
-4.438,101.367,0
8.86,98.275,0
-1.479,99.49,0
-8.289333,112.1085,0
8.087,98.3,0
-3.03777,100.2318,0
-2.786,100.21492,0
5.28,100.239,0
-7.67673,108.59217,0
9.16,98.271,0
-8,115,0
-9.3,114.3,0
9.203,98.272,0
-21.8167,114.191,0
5.283,100.236,0
-2.77898,100.21205,0
-5.6,105.3,0
9.222,98.375,0
-2.77865,100.21197,0
-6.102,105.423,0
8.993,98.412,0
5.295,100.183,27
-5.45,105.27,0
-3.05896,100.18976,0
5.306,100.192,0
-6.102,105.423,0
9.951,98.596,0
-2.77775,100.2083,0
9.95,98.6,0
-3.05896,100.18976,0
8.184,98.292,0
-6.1,106.7,0
-2.3317,99.72912,0
-3.0591,100.18858,0
8.197,98.3,0
9.946,98.598,0
-6.7,108.57,0
-2.33183,99.72912,0
9.744,98.552,0
-3.05536,100.18146,0
8.272,98.28,0
8.304,98.275,0
-3.0547,100.17652,0
9.781,98.554,0
-2.33208,99.7291,0
-5,102.75,0
9.781,98.554,0
-2.33262,99.7292,0
-3.06946,100.17906,0
9.299,98.384,0
9.46,98.437,0
-2.8325,100.091389,0
-3.036667,100.231944,75
-3.193333,100.344167,0
-5.495,104.606,0
-3.191667,100.345,38
5.411,100.335,0
-3.78538,102.25414,0
-2.816389,100.058056,0
-7.69597,109.26426,69
8.853,98.272,0
-2.815833,100.057778,0
-2.815833,100.057778,120
-7.68749,109.14144,0
-3.20951,100.32533,0
-7.68782,109.14268,0
-3.20881,100.32575,0
-2.814444,100.057778,0
-7.68655,109.14356,0
-3.13442,100.31138,0
-8.257,111.839833,0
-3.13598,100.31138,0
-7.68594,109.14359,0
-8.261667,111.833667,0
-8.261833,111.833667,0
-8.12831,110.54893,0
-3.13841,100.31038,0
-8.262,111.834,0
-3.13819,100.31004,0
-8.1285,110.54839,0
-3.34146,100.46612,0
-8.259667,111.807167,0
-8.13353,110.5548,0
-8.263,111.804333,0
-8.14516,110.59904,0
-3.28453,100.33844,0
-8.255667,111.8,0
-8.14676,110.60732,0
-3.28371,100.33403,0
-8.287167,111.723833,0
-8.13787,110.57689,0
-3.28427,100.33392,0
-8.5565,113.935167,0
-3.28697,100.3325,0
-8.00531,110.26632,0
8.863556,98.273222,0
-8.0006,110.25356,0
-3.28824,100.33206,0
8.847833,98.275361,0
-3.29059,100.33467,0
-8.1902,110.79937,0
8.842028,98.276028,0
-8.226,111.07466,0
-3.29576,100.33842,0
8.855639,98.267806,0
-8.22493,111.07457,0
-8.26222,111.80349,0
-8.31625,112.14462,0
7.803,98.303,0
-6.102,105.423,0
-3.06853,100.17991,0
7.772,98.328,0
-2,101,0
-3.34146,100.46612,0
-3.06805,100.18062,0
9.602,98.47,0
-5,102,0
7.796,98.34,0
-3.28453,100.33844,0
9.602,98.47,0
-3.06896,100.18261,0
-1,100.35,0
7.95,98.28,0
-3.28371,100.33403,0
8.293,98.273,0
-3.28427,100.33392,0
9.602,98.469,0
-3.01761,100.15695,0
-11,111,0
8.864,98.274,0
-3.02194,100.15683,0
9.669,98.559,0
-3.28697,100.3325,0
0.7,117.9,0
-3.02524,100.1556,0
8.859,98.272,0
-3.42991,101.90155,0
9.23,98.38,0
-6.5,108.5,0
-3.02528,100.15541,0
7.834,98.422,0
-3.21188,100.29457,0
6.7,99.65,0
-9.265,118.479,0
-3.02528,100.15538,0
-3.2077,100.29651,0
7.834,98.421,0
-5.45,105.267,0
-4,101.5,0
-3.13672,100.30589,0
-3.2077,100.29724,0
0.2,99.383,0
1.729,98.785,0
-3.20894,100.29976,0
0.187,99.311,0
-4.967,104.302,0
-3.13702,100.30343,0
0.55,99.1167,0
-6.4,105.4,0
-3.12237,100.23953,0
3.78,98.72,0
-2.776944,99.983056,0
-2.777778,99.9825,0
-3.12227,100.23965,0
-3.10175,101.52643,0
8.342,115.508,0
1.729,98.785,0
2.008,98.403,0
-3.11234,101.52225,0
-2,100,0
-3.12189,100.23975,0
-2.777778,99.9825,0
-3.7,116.6,0
-3.1275,100.24443,0
7.5,99.3,0
-2.778056,99.982778,0
-3.27505,101.6645,0
-8.9,116.404,24
-2.778056,99.983611,0
-3.32086,101.72724,0
-7,116,0
-3.12688,100.245,0
10.026,98.512,1
-2.777778,99.983333,0
-3.43523,101.90923,0
-0.25,104.5,0
-3.12611,100.24563,0
10.007,98.48,0
-2.777778,99.983333,0
-3.53072,102.03394,0
-4.5,104,0
-3.12436,100.24082,0
-1.644,99.607,0
-3.11886,100.23462,0
-3.20894,100.29976,0
-3.53163,102.03592,0
9.99,98.488,0
-3.20905,100.30156,0
-3.78209,102.26022,0
10.036,98.524,1
-0.72,99.867,0
-7.87909,109.9836,0
-3.11892,100.2345,0
10.093,98.515,0
-7.95166,110.15297,0
-7.68271,108.61284,0
-2.95796,100.18923,0
-7.68151,108.61296,0
-2.95876,100.19069,0
-7.6832,108.62401,52
-2.95722,100.19142,0
-7.6826,108.61287,0
-2.95722,100.19142,0
-7.68002,108.61268,0
-2.37502,99.71112,0
-7.68253,108.60377,0
-2.37497,99.71073,0
-7.68267,108.60457,0
-2.88133,100.17082,0
-7.68155,108.60403,0
-2.88274,100.17073,0
-7.68017,108.59952,0
-2.8849,100.1684,0
-7.68025,108.60015,0
-2.88674,100.16662,0
0.2,99.383,0
-2.81645,100.0574,0
-3.667,116.6,0
-2.81622,100.05711,0
-3.6,115.933,0
-2.81598,100.05711,0
-6.417,105.817,0
-2.81831,100.05979,0
-2.77615,99.98317,0
-2.067,100.933,0
-2.77397,99.98137,0
-0.633,100.133,0
-2.77273,99.98126,0
-8.467,118.717,0
-2.74856,99.98499,0
-2.74856,99.98499,0
8.851111,98.2675,0
-3.24813,100.34382,0
8.850694,98.270222,0
-3.24835,100.34013,0
8.834722,98.2725,0
-3.24837,100.33997,0
8.836778,98.274889,0
-3.21321,100.30121,0
8.796083,98.261528,0
-3.21506,100.30152,0
-8.43199,112.68455,0
-3.21637,100.29932,0
-7.733,109.02,0
8.813306,98.266222,0
-3.21609,100.2998,0
-5.45,105.267,0
8.849,98.270972,0
-3.21415,100.29577,0
-7.74504,108.88213,0
8.850139,98.271528,0
-3.21188,100.29457,0
-7.74504,108.88183,0
-20.6333,117.2,0
-8.59,114.005,121
-6.0529,105.9224,0
-7.74496,108.8814,0
-6.117,105.883,0
-7.74495,108.8813,0
-8.38548,113.408183,0
-6.71,106.82,0
-8.56008,113.881167,0
-7.74455,108.88067,0
-20.7,117.2,0
-7.74388,108.88096,0
10.001,98.535,8
-28.77,114.63,0
-7.74367,108.88087,0
-3.055,100.236944,0
-32,115.5,0
-2.75256,99.98794,0
-7.74362,108.88077,0
-3.055,100.236944,0
-7.9,110,0
-5.35,105.8,0
-7.7436,108.88068,0
-6,105.75,36000
-0.05,98.2667,0
-3.055,100.236944,0
-7.74068,108.8805,0
-2.75415,99.98757,0
-3.210833,100.350556,0
-6,105.75,0
-2.75395,99.98778,0
-2.62592,99.97834,0
-2.62432,99.97888,0
-2.62402,99.97888,0
-2.62412,99.98015,0
-7.74149,108.87952,0
6.361,99.709,0
-2.37771,99.85699,0
-8.38038,113.446557,6
8.6833,112,0
-7.74158,108.87935,0
6.351,99.721,0
-6.3125,107.295,0
-2.37799,99.85681,0
-2.3665,99.802617,0
-7.74126,108.87895,0
-7.6833,108.65,41
-2.366417,99.80265,0
-7.74126,108.87839,0
-7.7525,109.6881,0
-7.74137,108.87829,0
-2.365833,99.803417,0
-2.3657,99.803833,0
-7.74177,108.87841,0
-7.7232,109.3948,0
-2.3655,99.803883,0
-7.74748,108.4954,0
-2.365433,99.80405,0
-2.368717,99.8212,0
-7.74768,108.49652,0
-7.7486,108.49807,0
-2.367967,99.821167,0
-7.81648,108.40668,0
-7.8022,108.47643,0
-3.05857,100.25049,0
-7.8028,108.47497,0
-3.2131,100.3347,0
-7.80468,108.47652,0
-3.05979,100.24888,0
-8,110.5,0
-3.5,102.5,0
-7.79392,108.48392,0
-3.21345,100.33439,0
-3.05982,100.24991,0
-8.3,118.7,0
-3.20871,100.32995,0
-7.79478,108.48563,0
-3.05364,100.2579,0
-9.245,114.185,0
-8.467,118.717,0
-3.53,119.5,0
-7.79512,108.48518,0
-2.346167,99.78805,0
-2,101,0
-3.5,119.03,13
-8.194,111.103,0
-2.346333,99.7882,0
-6.13,106.75,0
-7.81297,108.33227,0
2.5,99.5,0
-7,113.5,0
-2.346267,99.788267,0
-7.81357,108.33227,0
-6,105.75,0
-7.8137,108.33238,0
-2.333033,99.729133,0
-3.02631,100.15268,0
-10.777,113.366,0
9.978,98.553,0
-7.81412,108.33237,0
2.008,98.403,0
-2.332367,99.728933,0
-7.7,109,0
-8.745,115.21,0
-2.332117,99.729017,0
-2.95564,100.1857,0
-2,116,0
-31.817,115.733,0
-2.330883,99.7291,0
-2.956,100.18286,0
-6.05,105.92,0
-8.5265,114.993167,0
-2.956,100.18286,0
-2.329967,99.7291,0
-8.367,114.15,0
-2.486,99.972,0
-2.06667,100.9333,0
-2.36665,99.802283,0
-2.95796,100.18923,0
-6.8,105.5,0
-6.102,105.423,0
-5.966,107.117,0
-2.3665,99.802617,0
-2.95876,100.19069,0
-2.366417,99.80265,0
-2.95722,100.19142,0
-6.3,107.283,0
-7.2,114,0
-0.7,100.6,0
-7.6924,108.65054,0
-7.70011,108.6564,0
-2.365833,99.803417,0
-2.926,118.876,0
0,99.5,0
-2.95722,100.19142,0
-7.70012,108.65661,0
-2.3657,99.803833,0
-0.95,100.3667,0
-6,107,0
-7.70371,108.65651,0
-1,98.7,0
-2.3655,99.803883,0
-5.35,102.26,0
-8.456,118.723,0
-2.776944,99.983056,0
-7.70383,108.65677,0
-2.368717,99.8212,0
-7.733,109,0
-8.3,118.7,0
-3.055,100.236944,0
-8.283,111.717,0
-8.2,107.3,0
-7.70391,108.65703,0
-3.055,100.236944,0
-8.745,115.21,0
7.833,98.433,0
-7.70396,108.65702,0
-1.667,100.7,0
1.083333,104.483333,0
-7.7015,108.65661,0
-4.8,119.65,500
-7.6989,108.65554,0
-8.467,118.717,0
-7.69856,108.65586,0
-2.908,118.888,0
-7.69052,108.5355,0
-7.69183,108.53535,0
-7.69848,108.5164,0
-2.36785,99.821333,0
-2.36755,99.821683,0
-2.347683,99.789133,0
-2.347417,99.789033,0
-2.346933,99.789167,0
-2.823,118.806,0
-7.73,113.015,0
-6.9196,106.9272,0
-7.25,107.9167,2
-7.3266,108.1933,181
-7.733,109,135
-7.667,109.683,53
-7.667,109.683,3
-7.9,110.333,0
-7.75,110.067,0
-8.0308,110.6166,3
-20.65,116.8,0
-8.84,118.08,0
-2.62646,99.97838,0
-8.194,111.103,2
-32.11,115.75,0
-5.45,105.267,0
-3.20905,100.30156,0
-3.2131,100.3347,0
-3.21345,100.33439,0
-3.21609,100.2998,0
-3.21415,100.29577,0
-3.21188,100.29457,0
-7.81168,108.31642,0
1.729,98.785,0
-7.81257,108.31552,0
-3.21188,100.29457,0
-7.79083,108.18398,0
-7.7748,108.11573,0
-7.77288,108.0971,0
-7.74214,108.87822,0
-3.2077,100.29651,0
-7.74242,108.87817,0
-3.2077,100.29724,0
-7.77107,108.09823,0
-7.74246,108.87739,0
-3.20894,100.29976,0
-7.74818,108.01393,0
-7.7426,108.87707,0
-3.20894,100.29976,0
-7.74433,108.00872,0
-7.74222,108.87795,0
-2.829444,100.096111,0
-7.66885,107.69598,0
-7.74212,108.87757,0
-2.829444,100.096111,0
-7.66398,107.6893,0
-7.66315,107.6884,0
-7.6635,107.68922,0
-8.7095,115.165667,0
-7.74025,108.87645,0
-2.831389,100.094722,0
-7.59857,107.6371,0
-8.619833,115.085833,0
-7.74043,108.87625,0
-2.829444,100.096111,149
-7.59997,107.63625,0
-8.5275,114.995333,0
-7.5364,107.5087,0
-7.7409,108.87578,0
-8.474667,114.930333,0
-7.74188,108.8749,0
-7.53012,107.48107,0
-8.463333,114.907667,0
-7.75646,109.4711,0
-7.74184,108.87489,0
-8.433667,114.8235,0
-7.75682,109.47054,0
-7.70177,108.5116,0
-7.74727,108.88456,0
-7.71097,108.50163,0
-8.405,114.767167,0
-7.7577,109.47034,0
-7.69287,108.6517,0
-7.71503,109.36961,0
-8.656833,114.360667,0
-7.69271,108.65178,0
-7.758,109.46678,0
-8.657,114.360667,0
-7.69243,108.65195,0
-8.694833,114.376,0
-7.80466,109.71989,0
-7.69209,108.65211,0
-8.730333,114.351,0
-7.7754,109.58221,0
-7.69204,108.65215,0
-7.77492,109.58233,0
-8.732167,114.348833,0
-7.68613,108.63411,0
-7.68532,108.63449,0
-7.7747,109.58234,0
-8.730833,114.3475,0
-7.68496,108.63476,0
-7.6843,108.63496,0
-7.76811,109.43613,0
-8.745833,114.355833,0
-8.7395,114.342667,0
-7.70709,108.65236,0
-8.733,114.346,0
-7.70227,108.65826,0
-7.70227,108.65826,0
-8.596333,114.223333,13
-7.70227,108.65826,0
-8.6,114.225,0
-8.608167,114.226667,0
-7.70701,108.66362,0
-7.67612,108.70329,0
-7.6762,108.70409,0
-7.67514,108.70421,0
-7.75633,109.47111,0
-2.367967,99.821167,0
-7.72356,109.39491,0
-7.72368,109.39465,0
-7.72431,109.3941,0
-2.36785,99.821333,0
1.729,98.785,0
-6.5,105.5,0
-2.36755,99.821683,0
-2.823,118.806,0
-3.191944,100.344722,0
-2.347683,99.789133,0
-3.1925,100.343889,0
-2.25,106,0
-2.347417,99.789033,0
-3.192778,100.344167,0
-10.362,112.892,0
-2.346933,99.789167,0
-6.3,107.3,0
-3.193333,100.344167,0
-2.346167,99.78805,0
-10.341,113.369,0
-2.816389,100.058056,0
-2.346333,99.7882,0
-1.5,100,0
-2.815833,100.057778,0
-8.467,118.717,0
-2.346267,99.788267,0
-7,117,0
-2.815833,100.057778,0
-7.017,113.867,0
-2.333033,99.729133,0
-5,105,0
-2.814444,100.057778,0
-8.5,115,1200
-2.332367,99.728933,0
-0.7,100.6,0
-2.829444,100.096111,0
-3.767,102.267,0
-2.332117,99.729017,0
-9,111,2
-2.829444,100.096111,0
-8.467,118.717,0
-2.37502,99.71112,0
-2.330883,99.7291,0
-2.5,100.5,0
-0.65,119.68,0
-2.37497,99.71073,0
-3.7,119.3,13
-2.329967,99.7291,0
1.494,109.213,0
-2.88133,100.17082,0
-9.254,107.411,802
-2.956944,100.187028,0
-4.51,102.97,0
-2.88274,100.17073,0
-11.085,118.464,189
-2.957861,100.188694,0
9.46,98.437,0
-2.8849,100.1684,0
-6.102,105.423,0
-2.956583,100.189583,0
9.376,98.401,0
-2.88674,100.16662,0
-10.477,112.835,238
-2.957583,100.193917,0
-3.767,102.267,0
-2.81645,100.0574,0
0.001,99,300
-2.830944,100.094917,0
-4.48333,102.9,0
-2.81622,100.05711,0
-3.487,100.082,431
-2.58333,101.117,0
-2.81598,100.05711,0
-1.351111,100.575556,0
-6.983333,106.55,0
-7.822897,113.2377,0
-5.45,105.27,0
-7.733,109.02,0
-5,105.42,0
-2.62583,99.97964,0
-1.99568,99.57902,0
-1.9894,99.56928,0
-3.29059,100.33467,0
-3.29576,100.33842,0
-3.24813,100.34382,0
-3.24835,100.34013,0
-3.24837,100.33997,0
-3.21321,100.30121,0
-3.21506,100.30152,0
-3.21637,100.29932,0
-2.831028,100.094778,0
-2.816472,100.057167,0
-3.33384,100.47161,0
-7,119,500
-2.81831,100.05979,0
-2.815917,100.056944,0
-3.1,118.9,600
-2.77615,99.98317,0
-3.116583,100.3135,0
-8.2,118,0
-2.74856,99.98499,0
-3.116639,100.313111,0
-8,115,1200
-2.74856,99.98499,0
5.476,100.266,23
-6.102,105.423,34417
-2.75256,99.98794,0
5.439,100.308,0
-6,105.75,0
5.575,100.338,0
-5.8368,105.6513,0
8.07,98.87,0
5.58,100.338,11
-21.65,115.133,0
-8.62,114.09,0
-24.9,113.65,0
-8.52,114.99,0
-8.28933,113.1085,0
-0.95,100.35,300
-3.767,102.267,0
-0.95,100.35,0
6.1,100.3,0
1.279,103.855,0
-7.67514,108.70421,0
-7.67514,108.70421,0
-7.67462,108.70433,0
-7.67423,108.7044,0
-7.67392,108.70444,0
-7.67364,108.70449,0
-7.68192,108.67688,0
-7.68192,108.67688,0
-7.68006,108.67581,0
-7.69267,108.66273,0
-7.69652,108.65971,0
-7.69599,108.76251,0
-7.69568,108.76251,0
-7.69118,108.75621,0
-2.831389,100.095556,0
-7.69212,108.75314,0
-7.69107,108.75455,0
-7.74166,108.99664,0
-2.831389,100.095556,0
-7.75033,109.01564,0
-7.74855,109.01971,0
-2.831389,100.096389,0
-2.828333,100.096667,0
-2.776944,99.983056,0
-2.777778,99.9825,0
-2.777778,99.9825,0
-2.778056,99.982778,0
-2.778056,99.983611,0
-2.777778,99.983333,0
-7.76671,109.43837,0
-20.64,116.755,0
-3.78549,102.25116,0
8.812,98.266,0
-3.79666,102.25028,0
8.31,98.273,0
-3.88556,102.30352,0
8.399,98.265,0
-3.90038,102.27493,0
8.857,98.268,0
-4.14423,102.51948,0
9.951,98.596,0
-4.35269,102.7943,0
-8.615167,114.113833,0
9.277,98.386,0
-4.47753,102.89955,0
-8.6,114.096667,0
-8.556667,113.935167,0
-4.58738,103.12446,0
-8.6155,114.0865,40
-8.5585,113.943667,47
-3.42978,101.90058,0
-8.6155,114.0865,0
-2.58819,101.11283,0
-8.6155,114.0865,0
-2.58761,101.11258,0
-8.589167,114.004333,0
-2.58567,101.11169,0
-8.59,114.005,0
-3.10175,101.52642,0
-8.589167,114.004667,0
-0.05,98.2667,700
-8.586,114.007833,0
-4.8,119.65,0
-8.589333,114.008333,0
-8.467,118.717,0
1.664,98.826,0
-7.71445,109.03283,0
4.76,119.41,0
-8.567,116.067,0
-7.68948,109.08001,0
-6.917,106.383,0
-0.95,100.3667,0
-3.08,100.2864,1
-2.7,100,170
-0.95,100.3667,0
0.2,99.383,0
-0.95,100.35,0
1.283,103.85,0
1.718,98.797,0
1.719,98.795,0
1.729,98.785,0
-8.555333,113.944833,0
-8.481667,113.711,0
-8.482333,113.711333,0
-8.482167,113.713,0
-8.482833,113.7125,0
7.8167,98.4167,0
-5.4271,102.377289,0
-8.91,116.28,1
-5.4271,102.377289,0
-20.639166,116.727777,0
1.75,98.75,0
1.871,98.565,0
2.008,98.403,0
-2.823,118.806,0
-6.224031,105.832256,0
-4.22,152.18,0
7.1,171.383,0
-17.6,177.433,0
-39.4757,176.9201,0
-10.751467,165.964247,0
-19.5,169.333,0
-10.7889,166.066,0
-10.791,166.062,0
-10.799,166.049,0
-20.2,169.82,0
-4.24,152.1833,0
1.367,172.933,0
-10.6,161.75,0
-17.6,177.433,0
-17.7553,168.3077,0
-10.455,161.918,0
-36.189,175.4889,0
-10.83492,162.4552,0
-37.5503,178.159,0
-18.133,178.427,0
-18.133,178.427,0
-9.8,160.8,0
-9.429,159.955,0
-17.7553,168.3077,0
-15.25,166.83,0
-10.6,161.75,1
-41.048,173.027,0
-10.6,161.75,50
-18,178,2000
-17.733,168.317,0
-36.92,174.78,0
-42.4129,173.7028,0
-17.7553,168.3077,0
-38.68,178.02,0
-36.85,174.78,0
-17.7553,168.3077,0
-39.479,176.923,0
-8.28622,156.53326,0
-37.6304,176.186,0
-15.5156,167.1886,0
-39.47,176.91,0
-41.25,175.25,0
-19.5,169.333,0
-20.6929,164.9422,0
-35.27,174.17,0
-41.767,174.061,0
-8.2603,156.54432,0
-39.067,174.033,0
-39.64,176.98,0
-17.7553,168.3077,0
-21.9829,166.6833,0
-37.725,176.157,0
-17.75,168.3,0
-22.3,166.433333,0
-37.86,176.71,0
-8.25593,156.54368,0
-15.5156,167.1886,0
-18,178,0
-39.05,174.07,0
-20.6929,164.9422,0
-8.17148,156.57829,0
-18.133,178.427,0
-38.68,178.02,0
-9.05,160.317,0
-37.53,177.98,0
-35,173.57,0
-41.3,174.8,0
-8.17167,156.57854,0
-39.479,176.923,0
-4.3,152.2,0
-10.7208,165.8019,0
-39.12,177.2,0
-39.05,174.07,0
-5.433,154.6667,0
-4.24,152.18,0
8.7,167.7,0
-41.2613,173.27278,0
-41.93,174.09,0
-4.8,152.8333,0
-39.233333,173.816667,0
-17.7553,168.3077,0
-27.36666,153.16666,0
-4.883,153.581,0
-17.7553,168.3077,0
-9.86,160.83,0
-41.283,174.783,0
-37.6304,176.186,0
-12.525,165.916,0
-16.76,179.984,0
-37.5503,178.159,0
-41.048,173.027,0
-10.6,161.75,0
-7.288,154.371,0
-15.5156,167.1886,0
-21.096,167.41,25
-35.842,174.5,0
-10.38,165.8,0
-17.7553,168.3077,0
-8.11479,157.0466,0
8.733,167.733,0
-20.9158,167.2638,0
-38.96,175.73,0
-41.2613,173.27278,0
-18.7,169.1,0
-37.5503,178.159,0
-8.1003,157.00863,0
-6.917,155.883,0
-14.074,167.828,0
-17.733,168.317,0
-8.06155,156.96846,0
-39.933,175.05,0
-41.07,173.68,0
-10.707,162.326,0
-4.22,152.18,0
-8.02028,156.94507,0
-4.439,152.828,0
-4.35,152.267,0
-10.802,166.044,0
-7.94278,156.94785,0
-18.365,168.143,0
-7.11034,156.82147,0
-10.75,165.92,0
-41.299,174.113,0
-9.429,159.955,0
-7.083,157,0
-7.91213,156.96145,0
-7.1102,156.8215,0
-18.311,168.218,0
-6.83,155.33,0
-41.29,174.78,0
-41.2846,174.7791,0
-9.429,159.955,0
-8.043,159.454,0
-7.19669,156.90525,0
-15.5156,167.1886,0
-37.4,174.4,0
-6.817,155.733,0
-7.19661,156.90536,0
-4.35,152.267,0
-41.704,174.337,0
-6.83,155.33,0
-4.22,152.18,0
-10.75,165.92,0
-6.867,155.7,0
-3.33,152,0
-6.25,155.033,0
-7.29418,157.08811,0
-4.22,152.18,0
-10.75,165.92,0
-14.074,167.828,0
-37.7944,174.88,0
-6.25,155.033,0
-20.919,167.279,0
-17.7553,168.3077,0
-10.75,165.92,0
-3.333,154.75,0
-11.31,154.23,0
-15.8,158.5,0
-43.695,173.06,0
8.733,167.733,0
-36.189,175.489,0
-38.97,174.46,0
-5,152,0
7.1,171.366,0
-9.253,152.874,0
-9.429,159.955,0
-21.9829,166.6833,0
-4.3,152.16,0
-37.073,174.679,0
-4.22,152.18,0
-36.362,174.182,0
-40.8993,176.2317,0
-41.2846,174.7791,0
-36.189,175.4889,0
-10.751,166.1075,0
-6.183,155.55,0
-4.22,152.18,0
-17.6,177.433,0
-17.7553,168.3077,0
-10.8557,165.8517,0
-40.842,174.938,0
-9.429,159.955,0
-17.767,168.3,0
-42.4129,173.7028,0
-3.33,152,0
-10.7208,165.8019,0
-41.048,173.027,0
-27.36666,153.16666,0
-16.12,168.19,0
-6.6928,156.4086,0
-15.8,158.5,0
-10.455,161.918,0
-42.4129,173.7028,0
-9.204,152.941,0
-20.919,167.279,0
-41.2864,174.779,0
-9.23,152.951,0
-41.095,176.074,0
-9.295,153.685,0
-37.6304,176.186,0
-9.556,152.444,0
-35.842,174.5,0
-20.683,164.933,0
-35.965,175.103,0
-17.7553,168.3077,0
-35.842,174.5,0
8.733,167.733,0
-36.833,175.709,0
-8.525,179.2,0
-41.32,175.84,0
-37.8,178.2,0
-10.928,166.018,0
-6.72,154.931,0
-11.139,165.503,0
-38.9,175.8,0
-41.9,173.6,0
-0.5,166.9,0
-38.8,176,0
-38.85,178.85,0
-41.29,174.78,0
-39.2,177.6,0
-11.451,162.069,0
-37.5503,178.159,0
-11.893,166.445,0
-36.189,175.489,0
-40.4,176.4,0
-38.6754,178.023,0
-19,168.5,0
-41.2864,174.779,0
-39.9,175,0
-17.6,177.433,0
-18.5,169.25,0
-18.133,178.427,0
-16.829,168.536,0
-35.61,174.52,0
-39.934,175.028,0
-35.6,174.533,0
-36.836,175.692,0
-37.593,178.282,0
-39.055,174.033,0
-37.14,175.53,0
-41.2639,173.279,0
-42.4129,173.7028,0
-41.2864,174.779,0
-38.6754,178.023,0
-3.33,152,0
8.733,167.733,0
-18.98428,178.4067,0
-17.667,168.517,0
-17.7553,168.3077,0
7.3666,151.8833,0
-9.429,159.955,0
-4.22,152.18,0
-4.22,152.18,0
-36.92,174.78,0
-4.22,152.18,0
-9.429,159.955,0
-36.78,175.53,0
-38.68,178.02,0
-4.22,152.18,0
-37.77,176.48,0
-35,173.57,0
-10.75,165.92,0
-35.27,174.17,0
-37.02,175.87,0
-39.033,177.367,0
-37.13,175.58,0
-41.283,174.783,0
-36.38,174.7,0
-38,177.3,0
-41.25,175.25,0
-36.52,175.5,0
-27.3,153,0
8.733,167.733,0
-36.58,174.69,0
-41.283,174.783,0
-27.97,153.57,0
-36.32,175.47,0
-17.7553,168.3077,0
-7.083,157,0
-9.429,159.955,0
-6.25,155.033,0
-37.4,175.94,0
-41.2864,174.779,0
-18.133,178.427,0
-35.27,174.08,0
-37.128,175.521,0
-37.21,175.88,0
-36.921,174.461,0
-4.83,152.87,0
-8.40351,157.33587,0
-35.05,173.74,0
-18.95167,178.3764,2
-34.9,173.35,0
-8.40483,157.33736,0
-18.28,178.13,0
-34.8,173.1,0
-8.42366,157.31234,0
-8.42434,157.31305,0
-36.6,175.77,0
-17.733,168.317,0
-43.719,173.106,0
-17.733,168.317,0
-40.1,176.87,0
-18.133,178.427,0
-18.2,178,0
-8.525,179.2,0
-8.42588,157.31427,0
-17.6,178.5,0
-18.133,178.427,0
-8.43764,157.30758,0
-35.57,174.49,0
-8.44961,157.39892,0
-17.7553,168.3077,0
-35.76,174.35,0
-8.44993,157.39937,0
-17.7553,168.3077,0
-8.47434,157.27507,0
-36.85,174.78,0
-22.3,166.433333,0
-8.49934,157.26209,0
-38.37,178.31,0
-11.617,166.967,0
-8.33035,157.27049,0
-38.37,178.31,0
-18.133,178.427,0
-8.33019,157.27009,0
-41.29,174.78,0
-42.4129,173.703,0
-41.233333,174.9,0
-8.32999,157.27033,0
6.59,158.15,0
-8.30805,157.16506,0
-35.973,174.46,0
-4.22,152.18,0
-41.63,175.33,0
8.733,167.733,0
-39.17,177.928,0
-38.676,178.028,0
-43.762,173.058,0
-35.32,174.12,0
-40.3,176.61,0
-5.9333,155.35,0
-41.2613,173.27278,0
-16.016667,168.21666,5
7,163,0
-41.93,174.09,0
-38.66,178.92,0
-38.37,178.31,0
-41.29,174.78,0
-37.5503,178.159,0
-8.525,179.2,0
-9.429,159.955,0
-36.8314,174.7865,0
-38.6754,178.023,0
-21.9829,166.6833,0
-36.93,174.69,0
-36.82,175.01,0
-17.7553,168.3077,0
-37.725,176.157,0
-41.283,174.783,0
-27.4667,153.0333,0
-8.525,179.2,0
-4.22,152.18,0
-25.28,152.97,0
-39.95,174.98,0
-4.248,152.183,0
-43.22,174.78,0
-18.383,178.133,0
-6.6928,156.4086,0
-18.133,178.433,3
-7.75,156.58,0
-28.87,153.58,0
-18.133,178.427,0
-27.36666,153.16666,0
-30.3,153.15,0
7.1,171.366,0
-29.42,153.37,0
-31.517,159.067,0
-8,178.5,0
-29.066,167.95,0
-36.811,175.007,0
-4.24,152.1833,0
-37.55,178.159,0
-15.5156,167.1886,0
-37.725,176.157,0
-6.6928,156.4086,0
-38.6754,178.023,0
-20.919,167.279,0
-39.4757,176.9201,0
-41.2846,174.7791,0
-17.7553,168.3077,0
-17.7553,168.3077,0
-9.429,159.955,0
-18.133,178.427,0
