LATITUDE,LONGITUDE,DEATHS
5.549,95.312,0
5.442,95.241,0
5.575,95.325,0
5.553,95.304,0
5.553,95.317,0
5.42,95.248,0
5.481,95.244,0
5.55,95.307,0
5.553,95.316,0
5.558,95.235,0
5.558,95.311,0
5.551,95.307,0
5.553,95.316,0
5.571,95.328,0
5.554,95.291,0
-12.117,96.883,0
5.571,95.328,0
5.549,95.316,0
5.553,95.316,0
4.18,73.52,0
5.549,95.317,0
5.573,95.328,0
